spotify:track:3d0lJHcX2GTMd1oMMQ2PjO,Deep Blue,Old Current 2,Marcus Warner,Deep Blue,34,0.363,-8.954,0.0331,0.783,0.789,0.0936,0.0857,70.963,232003
spotify:track:5oieTJE0CRk6milnk2R5Qx,Tired Sky,Old Current 2,Endless Leopard,Tired Sky,12,0.624,-9.493,0.0317,0.497,0.923,0.114,0.205,90.004,218667
spotify:track:2MDBYZrTM64SbupSOrSqoy,P E A C E,Old Current 2,Hillsong Young & Free,P E A C E,31,0.36,-11.901,0.0278,0.541,0.00512,0.0972,0.141,128.037,240000
spotify:track:3IpG4SvqxHmbZslvDSIIZP,Brand New,Old Current 2,Ben Rector,Brand New,0,0.933,-5.04,0.113,0.0026,0,0.122,0.421,144.874,243933
spotify:track:1p3UfowSgujPQMOidFQz57,At First Sight,Old Current 2,Alexandre Desplat,The Light Between Oceans (Original Motion Picture Soundtrack),16,0.226,-14.942,0.0388,0.965,0.917,0.063,0.0342,66.827,193547
spotify:track:7uo493ZGC2cWdt3UT3wTPG,Wide Awake,Old Current 2,The Light the Heat,Wide Awake,0,0.735,-9.675,0.0359,0.0976,0.0135,0.0843,0.273,149.967,232400
spotify:track:5gVo1sSlrWzb58FHxLTjJB,Beauty in the Light - Acoustic,Old Current 2,Hollow Coves,Beauty in the Light (Acoustic),0,0.391,-10.269,0.037,0.804,0.000357,0.114,0.237,171.933,245507
spotify:track:5TAKAAtBgqcylTFei8fFGg,To Die For - Ólafur Arnalds Remix,Old Current 2,Sam Smith,To Die For (Ólafur Arnalds Remix),36,0.282,-9.774,0.035,0.938,0.000388,0.109,0.128,169.386,210001
spotify:track:7ooreuakogzsZRXguKBcZl,Paris (Refuge),Old Current 2,All Sons & Daughters,Paris (Refuge),33,0.16,-18.184,0.0346,0.971,0.0166,0.338,0.0611,74.531,259925
spotify:track:0LnX9xddRVtGaz9n50N4De,Never Be,Old Current 2,Message To Bears,Carved From Tides,20,0.483,-12.53,0.0394,0.7,0.818,0.208,0.0349,120.025,384787
