Tony Anderson,3aRscMJRah0QrvGE5rkvZl,.,ambient worship,instrumental worship
Tom Ashbrook,481U7FXn2fSb0YXFqKdYtO,.,neo-classical
Plini,3Gs10XJ4S4OEFrMRqZJcic,.,djent,instrumental math rock,instrumental rock,progressive jazz fusion
Driving Slow Motion,0wknuSQWFAMmXJnpC5YCbq,.,american post-rock
Phoria,0HDxlFsXwyrpufs4YgTNMm,.,brighton indie
Lanterns on the Lake,7sx3r4lMo079vO7lIi0fng,.,melancholia,newcastle indie
Ólafur Arnalds,7E3BRXV9ZbCt5lQTCXMTia,.,bow pop,compositional ambient,icelandic classical,neoclassical darkwave
deadmau5,2CIMQHirSU0MQqyYHq0eOx,.,canadian electronic,complextro,edm,electro house,pop dance,progressive house
We Lost The Sea,7GVByFFfFJYCzK4d8ZyL6s,.,atmospheric post-metal,australian post-rock,cinematic post-rock,instrumental post-rock,post-rock
The Temper Trap,4W48hZAnAHVOC2c8WH8pcq,.,indietronica,modern rock
Villagers,2m1l9MLSslzup4vvokKgvQ,.,chamber pop,indie folk,irish rock
Daughter,46CitWgnWrvF9t70C2p1Me,.,shimmer pop
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,.,pop,viral pop
Kenichiro Nishihara,4en7e0KjSkfa4sfLDhTc3m,.,ambeat
Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,.,edm,pop dance,tropical house
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,.,pop,uk pop
5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,.,boy band,pop
Kollen,0Q62gC12BbmjuRQU1mJSAL,.,
Kodaline,4BxCuXFJrSWGi1KHcVqaU4,.,irish pop,modern rock
Khalid,6LuN9FCkKOj5PcnpouEgny,.,pop,pop r&b
Joji,3MZsBdqDrRTJihTHQrO6Dq,.,viral pop
Kygo,23fqKkggKUBHNkbKtXEls4,.,edm,pop,pop dance,tropical house
Alesso,4AVFqumd2ogHFlRbKIjp1t,.,dance pop,edm,pop,pop dance,tropical house
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,.,canadian pop,pop
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,.,pop
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,.,folk-pop,metropopolis,modern rock,stomp and holler
Katy Perry,6jJ0s89eD6GaHleKKya26X,.,pop
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,.,alternative rock,chamber pop,double drumming,indie rock,indietronica,modern rock,washington indie
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,.,modern folk rock,modern rock,neo mellow,stomp and holler,uk americana
Gavin Mikhail,364ovD0MRp9ezaNTkRoLeA,.,piano rock,viral pop
Drake,3TVXtAsR1Inumwj472S9r4,.,canadian hip hop,canadian pop,hip hop,rap,toronto rap
Christian Löffler,3tSvlEzeDnVbQJBTkIA6nO,.,electronica,hamburg electronic,organic electronic,pop ambient
Candelion,3Qq7KInk9dmtAMzajwdPDG,.,
Thomas James White,6Tn5oQhfKwtNMsOmV8Mzgy,.,
Nils Frahm,5gqhueRUZEa7VDnQt4HODp,.,compositional ambient,electronica,neoclassical darkwave
Local Natives,75dQReiBOHN37fQgWQrIAJ,.,chamber pop,indie rock,la indie,modern rock,shimmer pop,stomp and holler
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,.,permanent wave,pop
Radical Face,5EM6xJN2QNk0cL7EEm9HR9,.,jacksonville indie,stomp and holler
Passion Pit,7gjAu1qr5C2grXeQFFOGeh,.,indie rock,indietronica,modern rock,neo-synthpop,shimmer pop
Milo Greene,5euJsEvfrlfhYDorMR40OF,.,la indie,metropopolis,shimmer pop,stomp and holler
William Joseph,0XfkH3kgVTy5EYdv0DzDCQ,.,new age piano
M83,63MQldklfxkjYDoUE4Tppz,.,french shoegaze,french synthpop,indietronica,metropopolis,neo-synthpop
Luke Howard,3duTXsC49HoPt4f4EySDKf,.,australian ambient,compositional ambient,neo-classical
Benjamin Gustafsson,01H1M5VvnktKBqpU0TX8Rl,.,neo-classical
Roary,1RLZPXW7wtkg92bfPZMKWd,.,
MitiS,16yUpGkBRgc2eDMd3bB3Uw,.,chillstep,complextro,filthstep,melodic dubstep,pop edm
Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,.,alt z
Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,.,pov: indie
Rival Consoles,05lIUgmmsmTX2N9dCKc8rC,.,ambient idm,compositional ambient,electronica,intelligent dance music
Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,.,ambient folk,indie folk
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,.,piano rock,pop
Shallou,7C3Cbtr2PkH2l4tOGhtCsk,.,electropop,indie electropop
Peter Sandberg,3LtlJprzuq0Ii8p8YFZXai,.,focus
Rosie Carney,3Aut8hgiqZSy2qmJluZMU9,.,indie folk,irish singer-songwriter
Meadowlark,3M8Mq1n1l1TRnTUw2MRSCs,.,vapor pop
Richard Walters,3rUqgY188kWz0hKkqnpk9F,.,oxford indie
